music{ id = "cosmicgem829/cave", description = "Cave" }
music{ id = "cosmicgem829/greybeard", description = "Greybeard" }
music{ id = "cosmicgem829/intro", description = "Intro" }
music{ id = "cosmicgem829/overworld", description = "Overworld" }
music{ id = "cosmicgem829/rebels", description = "Rebels" }
music{ id = "cosmicgem829/sad", description = "Sad" }
music{ id = "cosmicgem829/shop", description = "Shop" }
music{ id = "cosmicgem829/teepee", description = "Teepee" }
music{ id = "cosmicgem829/title", description = "Title" }
music{ id = "cosmicgem829/witch-hut", description = "Witch Hut" }
music{ id = "serviceshock/swamp", description = "Swamp" }

sound{ id = "diarandor/solarus_logo", description = "Solarus logo" }
sound{ id = "door_open", description = "Door open" }
sound{ id = "message_end", description = "Message end" }
sound{ id = "message_letter", description = "Message letter" }
sound{ id = "switch", description = "Switch" }
sound{ id = "sword1", description = "Sword 1" }
sound{ id = "sword2", description = "Sword 2" }
sound{ id = "sword3", description = "Sword 3" }
sound{ id = "sword4", description = "Sword 4" }
sound{ id = "treasure", description = "Treasure" }
sound{ id = "vacuum_1", description = "Vacuum 1" }
sound{ id = "vacuum_2", description = "Vacuum 2" }
sound{ id = "vacuum_3", description = "Vacuum 3" }

item{ id = "15_coconuts", description = "15 Coconuts" }
item{ id = "b12", description = "Vitamin B12" }
item{ id = "coconut", description = "Coconut" }
item{ id = "collectible", description = "Collectible" }
item{ id = "cultured_meat", description = "Cultured meat" }
item{ id = "flippers", description = "Flippers" }
item{ id = "id_card", description = "ID card" }
item{ id = "key", description = "Key" }
item{ id = "lighter", description = "lighter" }
item{ id = "membership_bracelet", description = "Fork bracelet" }
item{ id = "random", description = "(Random)" }
item{ id = "running_shoes", description = "Running shoes" }
item{ id = "seed", description = "Seed" }
item{ id = "shovel", description = "Shovel" }
item{ id = "stick", description = "Stick" }
item{ id = "tears", description = "Tears" }
item{ id = "vacuum", description = "Vacuum" }
item{ id = "whiskey", description = "Whiskey" }


entity{ id = "antihero", description = "Hero in mirror" }
entity{ id = "beach_ball", description = "Beach ball" }
entity{ id = "cave_element", description = "Cave element" }
entity{ id = "centerpiece", description = "Centerpiece" }
entity{ id = "door_walker", description = "Push hero through doors" }
entity{ id = "dug_ground", description = "Dug ground" }
entity{ id = "dungeon_bat", description = "Dungeon bat" }
entity{ id = "elevator", description = "Elevator" }
entity{ id = "flag", description = "Flag" }
entity{ id = "gear", description = "Gear" }
entity{ id = "gear_furnace", description = "Gear furnace" }
entity{ id = "gear_pedestal", description = "Gear Pedestal" }
entity{ id = "illuminate", description = "Illuminate darkness" }
entity{ id = "light_blocker", description = "Light Blocker" }
entity{ id = "light_receiver", description = "Light Receiver" }
entity{ id = "light_source", description = "Light Source" }
entity{ id = "mask", description = "Mask" }
entity{ id = "maze_tile", description = "Maze tile" }
entity{ id = "mirror", description = "Mirror" }
entity{ id = "music_trigger", description = "Music trigger" }
entity{ id = "npc_follower", description = "NPC follower" }
entity{ id = "ocean_barrier", description = "Ocean barrier" }
entity{ id = "pipe", description = "Pipe" }
entity{ id = "special_wall", description = "A wall that blocks cannot cross" }
entity{ id = "spotlight", description = "Spotlight" }
entity{ id = "torch", description = "Torch" }
entity{ id = "trash", description = "Trash" }
entity{ id = "wood_log", description = "Wood log" }

language{ id = "en", description = "English" }

font{ id = "Comicoro", description = "Comicoro" }
font{ id = "Poco", description = "Poco" }


file{ path = "enemies", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "entities", author = "Alex Gleason; Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "entities/antihero.lua", author = "Daniel Molina", license = "GPL-3.0-or-greater" }
file{ path = "entities/beach_ball.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "entities/centerpiece.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "entities/door_walker.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "entities/dug_ground.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "entities/dungeon_bat.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "entities/elevator.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "entities/flag.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "entities/gear.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "entities/gear_furnace.lua", author = "Alex Gleason; Daniel Molina; llamazing", license = "GPL-3.0-or-later" }
file{ path = "entities/gear_pedestal.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "entities/illuminate.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "entities/light_blocker.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "entities/light_receiver.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "entities/light_source.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "entities/mask.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "entities/maze_tile.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "entities/mirror.lua", author = "Alex Gleason; Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "entities/music_trigger.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "entities/npc_follower.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "entities/ocean_barrier.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "entities/pipe.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "entities/special_wall.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "entities/spotlight.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "entities/torch.lua", author = "Alex Gleason; Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "entities/trash.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "entities/wood_log.lua", author = "Daniel Molina; Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "fonts", author = "fontenddev.com", license = "CC-BY-4.0" }
file{ path = "fonts/Comicoro.ttf", author = "fontenddev.com", license = "CC-BY-4.0" }
file{ path = "fonts/Poco.ttf", author = "fontenddev.com", license = "CC-BY-4.0" }
file{ path = "items", author = "Alex Gleason; Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "items/15_coconuts.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "items/b12.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "items/coconut.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "items/collectible.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "items/cultured_meat.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "items/flippers.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "items/id_card.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "items/key.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "items/lighter.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "items/membership_bracelet.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "items/random.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "items/running_shoes.lua", author = "Alex Gleason; Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "items/seed.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "items/shovel.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "items/stick.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "items/tears.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "items/vacuum.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "items/whiskey.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "languages", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
